"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.45675063445805e-10,0.304222504566168,0.581,0.699,6.69562817915198e-06,"0","VIMP"
3.97977685584648e-10,0.194649388739535,0.673,0.791,1.0846483842924e-05,"0","LINC00493"
5.06854531418578e-10,0.349185785260425,0.235,0.313,1.38138133992819e-05,"0","INSIG2"
5.10797778444905e-10,0.285750755108682,0.246,0.325,1.39212826537375e-05,"0","ATP2B4"
6.05534756592748e-10,0.354127770895882,0.309,0.42,1.65032442561788e-05,"0","MBTPS1"
6.40123610738302e-10,0.161093105562173,0.755,0.842,1.74459288870617e-05,"0","RPL36A"
9.34715917066924e-10,0.684031944645598,0.327,0.346,2.5474747603742e-05,"0","DDR1"
1.07711289346862e-09,0.351377343086426,0.234,0.312,2.93556347985936e-05,"0","INF2"
1.4939779310477e-09,0.325050877393492,0.229,0.304,4.07168745327741e-05,"0","ZYX"
1.64658811353676e-09,0.388089963143139,0.25,0.336,4.48761124463309e-05,"0","STT3A"
1.67343208100481e-09,0.481455993690829,0.44,0.508,4.56077179357052e-05,"0","DHPS"
2.0582605985384e-09,0.581903182035041,0.395,0.44,5.60958343525656e-05,"0","UGCG"
2.11754863654434e-09,0.210450644372156,0.37,0.505,5.77116705403794e-05,"0","PRELID3B"
2.21526072010784e-09,0.158988360000045,0.265,0.339,6.03747156658191e-05,"0","EPB41L2"
2.87389772688743e-09,0.224338863488455,0.248,0.323,7.832520864859e-05,"0","TRADD"
3.13053143803922e-09,0.350665605730843,0.268,0.361,8.53195038123209e-05,"0","SEC13"
3.74861962897373e-09,0.361516347662856,0.552,0.656,0.00010216487936805,"0","LINC00657"
4.11816927322819e-09,0.379262372158768,0.267,0.36,0.000112236585372561,"0","ALDH2"
4.50622438608793e-09,0.138522958609753,0.897,0.936,0.00012281263941844,"0","SNHG8"
4.54470062287531e-09,0.212062125899238,0.353,0.476,0.000123861270775844,"0","GATAD1"
4.69605843183043e-09,0.177813907124701,0.428,0.568,0.000127986376501107,"0","HOXB2"
4.9157025321872e-09,0.378585769364702,0.285,0.384,0.00013397255681223,"0","PDXDC1"
5.14579651881478e-09,0.515320125512998,0.431,0.501,0.000140243538323778,"0","PAFAH1B1"
5.41574557588655e-09,0.600814183847717,0.403,0.462,0.000147600729925212,"0","MKRN1"
5.94395124944747e-09,0.255662587463889,0.337,0.456,0.000161996447352441,"0","NCKAP1"
6.44925385810507e-09,0.331605793161924,0.557,0.667,0.000175767964648796,"0","RAB1A"
6.84233700842672e-09,0.291091328935444,0.575,0.7,0.000186481052827662,"0","DGUOK"
8.27624351608729e-09,0.30610969608081,0.241,0.317,0.000225560740787443,"0","PGM1"
8.48469730415419e-09,0.326293140357228,0.305,0.411,0.000231241940327418,"0","PIK3C2A"
9.00136715097497e-09,0.418679845032728,0.232,0.308,0.000245323260332672,"0","NRBF2"
1.01454198523879e-08,0.358177351105894,0.267,0.356,0.000276503272656981,"0","FAM134A"
1.11551691301145e-08,0.362269544471714,0.24,0.317,0.00030402297947214,"0","ELF2"
1.15254327728417e-08,0.236162974538238,0.338,0.453,0.000314114144791027,"0","SDHA"
1.41041560994532e-08,0.149959021847333,0.409,0.542,0.000384394670334498,"0","EIF2A"
1.94556547924936e-08,0.467868371775064,0.443,0.516,0.000530244415714621,"0","LPP"
2.13510687340682e-08,0.318517850035013,0.264,0.348,0.000581902027278294,"0","UBXN6"
2.21809483551814e-08,0.359482485770892,0.273,0.365,0.000604519566472113,"0","CHP1"
2.50219572481615e-08,0.761317450390825,0.296,0.313,0.000681948422841394,"0","SLC30A1"
3.24624924062433e-08,0.460517502057444,0.507,0.619,0.000884732768039754,"0","DNAJC15"
3.4290159087002e-08,0.512171641981511,0.428,0.503,0.000934543995757153,"0","TERF2IP"
3.46719882485867e-08,0.356113660420525,0.289,0.386,0.000944950367726981,"0","NDUFS1"
3.59947693732312e-08,0.484514943247905,0.431,0.499,0.000981001444498043,"0","PTBP3"
3.70163294566939e-08,0.400151868397928,0.267,0.357,0.00100884304301274,"0","RAB5A"
4.47712520436673e-08,0.24710557729568,0.346,0.46,0.00122019570319811,"0","MCFD2"
5.91328771576697e-08,0.161292812932422,0.42,0.566,0.00161160743405513,"0","DYNC1I2"
6.31649373934609e-08,0.366092645057739,0.284,0.38,0.00172149720372138,"0","SURF4"
6.34026708506481e-08,0.45912878295363,0.232,0.307,0.00172797639136356,"0","QKI"
7.31115894295002e-08,0.361987714059527,0.287,0.384,0.0019925832583116,"0","MAP2K3"
8.60118815944148e-08,0.650510344717869,0.376,0.424,0.00234416782097418,"0","SLC25A37"
1.01837986482053e-07,0.175616951973976,0.481,0.648,0.00277549248358187,"0","ZNF207"
1.14187812454473e-07,0.318946450740279,0.261,0.341,0.0031120746406342,"0","LINC00116"
1.51347595491909e-07,0.235845483029901,0.378,0.507,0.00412482736753648,"0","ZC3H11A"
1.56524653430605e-07,0.535795142530208,0.394,0.447,0.00426592290459772,"0","IGF1R"
1.78038847484094e-07,0.377236140928392,0.281,0.375,0.0048522707493315,"0","RAB21"
2.29278783118274e-07,0.168802840257485,0.405,0.529,0.00624876395510543,"0","HSPA1A"
3.03847829113642e-07,0.2442114587907,0.358,0.478,0.00828106873466321,"0","SRP54"
3.69610268645537e-07,0.256045581142603,0.36,0.483,0.0100733582616655,"0","KRAS"
4.0669328007388e-07,0.370305721143972,0.28,0.371,0.0110840186551335,"0","YIPF2"
4.85076735812484e-07,0.771811569249399,0.296,0.321,0.0132202813578334,"0","TMEM263"
5.55309333949576e-07,0.283528574065041,0.335,0.441,0.0151344005874617,"0","TPBG"
5.80083011367611e-07,0.716435427349757,0.324,0.36,0.0158095823918129,"0","BAIAP2"
6.45007955650688e-07,0.230307969842135,0.388,0.513,0.0175790468233039,"0","ANKRD12"
7.77314318189258e-07,0.223490231738954,0.377,0.505,0.02118492442793,"0","FBXW5"
9.14293348876467e-07,0.274988433283264,0.334,0.442,0.0249181509302792,"0","LENG8"
1.0046486963217e-06,0.383078562595276,0.282,0.371,0.0273806955695517,"0","SERINC3"
1.05758265980212e-06,0.141587598475181,0.475,0.625,0.028823357810247,"0","PTP4A1"
1.24082501464722e-06,0.41802166289146,0.242,0.316,0.0338174449491952,"0","MED13L"
1.30053139148844e-06,0.387389079626379,0.234,0.303,0.035444682543626,"0","NFKBIL1"
1.6545337451262e-06,0.625661124942635,0.311,0.33,0.0450926626896694,"0","SFN"
2.19046574021103e-06,0.372651075770497,0.486,0.57,0.0596989532837115,"0","MIDN"
2.37878740048781e-06,0.328851314212062,0.495,0.583,0.0648314718128949,"0","CIR1"
2.7298441575845e-06,0.129997187450344,0.84,0.931,0.0743991726708081,"0","ATP5I"
2.87475008780975e-06,0.484992945063904,0.236,0.308,0.0783484388931668,"0","SFXN1"
3.1593128646719e-06,0.349411086241579,0.298,0.39,0.0861039128137679,"0","TVP23B"
3.45303249063026e-06,0.182354181257328,0.424,0.561,0.094108947499637,"0","IQGAP1"
3.45398683137209e-06,0.733165324163826,0.295,0.32,0.094134957102215,"0","TRIM25"
3.94202887378637e-06,0.359110728412705,0.297,0.39,0.107436054926174,"0","SMCHD1"
4.25973587647905e-06,0.783068530859446,0.283,0.306,0.11609484157756,"0","TNFRSF10B"
5.19013599139121e-06,0.416228639860778,0.437,0.481,0.141451966309376,"0","PHLDA2"
5.93727725867484e-06,0.278815773765048,0.6,0.717,0.161814554407924,"0","SLC38A2"
6.05581594092852e-06,0.446400219667031,0.256,0.333,0.165045207654066,"0","ARL5B"
6.44733186595384e-06,0.200378040148018,0.288,0.36,0.175715582674706,"0","ESPN"
8.35319057449646e-06,0.197973253673417,0.359,0.458,0.227657855917326,"0","SLC9A3R2"
9.83335072327819e-06,0.180954426061441,0.68,0.799,0.267998140612224,"0","PFDN2"
1.02120871196428e-05,0.242190847342659,0.585,0.711,0.278320222358745,"0","FXR1"
1.15398791473615e-05,0.278925041663986,0.29,0.367,0.314507866282191,"0","GOLGA8A"
1.1598148079337e-05,0.240617889713511,0.383,0.503,0.316095927754251,"0","ERLEC1"
1.18650345067701e-05,0.390408799859422,0.308,0.404,0.323369650447511,"0","SAV1"
1.6424191654534e-05,0.550148068695229,0.35,0.428,0.447624919352669,"0","CXCL3"
2.0699933199436e-05,0.326692266170157,0.333,0.439,0.564155979417429,"0","SMAP1"
2.10868292213964e-05,0.205992481660615,0.398,0.516,0.574700443599936,"0","YPEL5"
2.1873101158613e-05,0.288088027525307,0.344,0.45,0.596129498976838,"0","PKP4"
2.4288136850608e-05,0.384295901918838,0.32,0.418,0.661948881726469,"0","METRNL"
2.53503244588019e-05,0.687548684215261,0.283,0.305,0.690897742800187,"0","ARMCX2"
2.60755875136531e-05,0.35780042045984,0.329,0.434,0.710664062097102,"0","UBE2Z"
2.87751799699749e-05,0.39971030633334,0.433,0.507,0.784238754901696,"0","SERPINB6"
3.45208329304074e-05,0.422124516463618,0.26,0.335,0.940830780685323,"0","MKLN1"
3.76829776631382e-05,0.674243623670607,0.328,0.372,1,"0","UHMK1"
3.8209089731909e-05,0.612358850969692,0.315,0.346,1,"0","VEGFB"
4.06087575782938e-05,0.476636853607004,0.416,0.488,1,"0","CKAP4"
4.10595593045703e-05,0.437800936322758,0.261,0.337,1,"0","EPHA2"
6.29972664929163e-05,0.327039689058264,0.511,0.626,1,"0","RNF181"
7.57910826148946e-05,0.259255195406233,0.379,0.497,1,"0","UFL1"
8.231333269316e-05,0.733004448542145,0.28,0.305,1,"0","PGM3"
0.000101630542325936,0.469078877723559,0.269,0.347,1,"0","FYTTD1"
0.00012101449613309,0.411288941561014,0.247,0.31,1,"0","DUSP4"
0.000122770150845785,0.371275572550124,0.312,0.407,1,"0","ZNRD1"
0.000129634120212982,0.385730321568784,0.471,0.572,1,"0","SSR1"
0.000150148655374264,0.394407044853421,0.381,0.415,1,"0","SLC34A2"
0.000163598348812981,0.680038887814168,0.287,0.314,1,"0","CTTNBP2NL"
0.000168524675826076,0.604276106480651,0.309,0.339,1,"0","CALCOCO2"
0.000188216125917175,0.22307129524406,0.466,0.617,1,"0","MAP3K13"
0.000190518015331874,0.406847468981281,0.303,0.388,1,"0","STK17A"
0.000223359029084668,0.205656025930769,0.688,0.822,1,"0","TOP1"
0.000235096100448187,0.636461802402321,0.304,0.338,1,"0","MYO1C"
0.000240988301537988,0.464953372756317,0.273,0.352,1,"0","RNF145"
0.000248928787101927,0.609308902476701,0.32,0.359,1,"0","KIAA1522"
0.000336027870720082,0.257408280410629,0.569,0.692,1,"0","HDGF"
0.000437433200866951,0.450952376927216,0.415,0.47,1,"0","IRF1"
0.000618907383053369,0.449103338221369,0.265,0.336,1,"0","CRB3"
0.000779160828591935,0.426900482863173,0.288,0.367,1,"0","AGO2"
0.00084226596510761,0.263631272073758,0.433,0.573,1,"0","ARPP19"
0.000878129374497348,0.44259970313483,0.242,0.303,1,"0","OXR1"
0.000945194457450855,0.303987793144129,0.529,0.643,1,"0","ZFAND5"
0.00109276733402816,0.167253912587135,0.645,0.782,1,"0","SDCBP"
0.00128087923372709,0.380567713351512,0.296,0.374,1,"0","PARD6B"
0.00128633305772311,0.121300859015468,0.506,0.648,1,"0","RHOC"
0.00130119244061124,0.520471432878398,0.243,0.305,1,"0","ABI1"
0.00136110839181817,0.429787264102133,0.44,0.531,1,"0","SPCS3"
0.00142913548817588,0.571222324682232,0.351,0.401,1,"0","HOXB8"
0.00144534347406971,0.566763183011072,0.391,0.469,1,"0","MGEA5"
0.00146019338090556,0.343434018277856,0.391,0.514,1,"0","YTHDC1"
0.00156422331536426,0.10033783693893,0.793,0.902,1,"0","COX7A2L"
0.0016218050658954,0.598580389518658,0.336,0.388,1,"0","SMNDC1"
0.00210524599537787,0.314412248350077,0.289,0.357,1,"0","TMC4"
0.00239300798575167,0.420265944247731,0.329,0.426,1,"0","PDLIM5"
0.00251837738980668,0.244486444504534,0.419,0.547,1,"0","RPN1"
0.00295095533238277,0.307339355347578,0.5,0.603,1,"0","TMED3"
0.00298986009867789,0.602641604801754,0.328,0.369,1,"0","LINC00152"
0.00328152042665741,0.180503108273935,0.459,0.589,1,"0","TMEM30A"
0.00408171655832668,0.329937454979348,0.28,0.346,1,"0","PRKX"
0.00414198752182746,0.370087718428115,0.26,0.321,1,"0","MYOF"
0.00430019753625833,0.394267626210969,0.335,0.432,1,"0","PLEKHB2"
0.00507060340804474,0.666232519797895,0.276,0.307,1,"0","SNX9"
0.00520139549093754,0.557149366272714,0.353,0.415,1,"0","TPD52"
0.0052106458443288,0.210199338849732,0.457,0.594,1,"0","AIMP1"
0.00521524750839326,0.371106792830526,0.335,0.425,1,"0","ARHGAP5"
0.00538930684301624,0.266138630190857,0.352,0.44,1,"0","PARP14"
0.00590952984513202,0.360785411312288,0.339,0.435,1,"0","SETD5"
0.0072356619712232,0.313833240084394,0.461,0.548,1,"0","PLP2"
0.0082345229638894,0.61350882428295,0.355,0.422,1,"0","CHD2"
0.00826856714311966,0.480014549956191,0.289,0.367,1,"0","SIKE1"
0.00842768257619583,0.513991720735481,0.358,0.422,1,"0","AIP"
0.00911986226634998,0.101782898597362,0.603,0.713,1,"0","TAX1BP1"
0.00918430841302142,0.124950436525077,0.669,0.751,1,"0","TNFRSF12A"
0,1.49170686245904,0.982,0.416,0,"4","SCGB1D2"
0,2.49215715995179,0.925,0.417,0,"4","C2orf88"
0,2.09427224347725,0.996,0.557,0,"4","SCGB2A1"
0,2.64263442808353,0.643,0.224,0,"4","SEPP1"
0,2.11738483263068,0.571,0.165,0,"4","SERPINA5"
0,2.5643874449746,0.644,0.241,0,"4","SLC26A2"
0,1.86415354435383,0.672,0.28,0,"4","C3"
0,1.82223825078585,0.604,0.225,0,"4","CPM"
0,2.35994978148227,0.546,0.194,0,"4","ITIH5"
0,2.05701807013336,0.808,0.461,0,"4","SERPINA1"
0,2.28866836103791,0.584,0.242,0,"4","STC1"
0,1.52877399944397,0.738,0.401,0,"4","TMEM101"
0,1.14346540367298,0.777,0.466,0,"4","HES4"
0,1.78948082225265,0.916,0.609,0,"4","IFITM2"
0,1.76973653021666,0.96,0.653,0,"4","CLDN10"
0,1.23782555197143,0.696,0.397,0,"4","CCDC146"
0,2.15526030431468,0.532,0.238,0,"4","INHBB"
0,1.41188087594233,0.632,0.363,0,"4","CALB1"
0,1.73550688969526,0.488,0.224,0,"4","BHLHE41"
0,2.09323790164771,0.501,0.244,0,"4","LONRF2"
0,1.06557705969639,0.843,0.588,0,"4","SOX17"
0,1.98826002953506,0.405,0.164,0,"4","COL6A1"
0,1.28026652801192,0.658,0.419,0,"4","PODXL"
0,2.62029502992112,0.314,0.078,0,"4","COL1A2"
0,1.97478628307385,0.544,0.311,0,"4","PRKX"
0,1.28497274611325,0.964,0.748,0,"4","ASRGL1"
0,1.01823893476813,0.949,0.755,0,"4","MMP7"
0,0.929873944813002,0.896,0.741,0,"4","C1orf186"
0,0.905977642211813,0.885,0.757,0,"4","HLA-C"
0,0.639112372071602,0.963,0.836,0,"4","ANXA1"
0,1.43632096280524,0.962,0.843,0,"4","IFITM3"
0,0.836395178259498,0.91,0.805,0,"4","SNHG7"
0,1.01369109996419,0.869,0.772,0,"4","WSB1"
0,1.16476359704926,0.936,0.84,0,"4","DMKN"
0,0.983902946854229,0.983,0.899,0,"4","RNASET2"
0,0.727546070571139,0.967,0.888,0,"4","LGALS3"
0,0.795796208868523,1,0.994,0,"4","SAT1"
0,0.93316262059698,0.999,0.994,0,"4","WFDC2"
0,0.586634645164046,0.992,0.988,0,"4","ITM2B"
0,0.393600196213541,1,0.999,0,"4","RPL26"
0,0.357249425352365,1,1,0,"4","RPS8"
0,0.389994483998243,1,1,0,"4","TMSB10"
0,0.36081501260902,1,1,0,"4","RPL34"
0,0.351376363339353,1,1,0,"4","RPS23"
0,0.296244766655141,1,1,0,"4","RPS14"
0,0.435419359986238,1,1,0,"4","RPL12"
0,0.305278388817241,1,1,0,"4","RPS24"
2.85488363603398e-303,0.883384220155692,0.568,0.265,7.78069986164701e-299,"4","SEMA3B"
7.62521189315745e-300,1.58369172608435,0.534,0.302,2.07817524936113e-295,"4","EPB41L2"
3.63704002875552e-299,0.361466949279012,1,0.999,9.9123888943703e-295,"4","RPL23"
8.89325905442531e-299,1.01569395181726,0.894,0.838,2.42376882269307e-294,"4","TIMP1"
1.9318964943004e-298,1.25326314698731,0.601,0.342,5.2651907055663e-294,"4","KLK11"
3.29154979166189e-292,1.31815743275599,0.478,0.223,8.97078980219531e-288,"4","IL32"
1.09975313336686e-285,0.383459121305211,0.992,0.978,2.99726718967803e-281,"4","GPX4"
1.07602445241315e-282,1.57280365078809,0.572,0.35,2.93259704260681e-278,"4","LINC01320"
6.76235059502459e-282,2.06117134195125,0.392,0.176,1.843011031168e-277,"4","TNFSF10"
2.37542776389805e-281,0.609218677512458,0.941,0.877,6.47399082772775e-277,"4","TACSTD2"
8.14346335374562e-268,1.311148157741,0.602,0.399,2.21941950242983e-263,"4","ERRFI1"
8.81117570267132e-268,0.403056034228893,0.998,0.993,2.40139782600604e-263,"4","RPS17"
5.68900973121441e-266,1.816347401004,0.482,0.273,1.55048271214518e-261,"4","RANGRF"
1.84586245551613e-262,0.28314077785906,1,1,5.03071353626366e-258,"4","RPL18"
6.41748886739178e-259,0.253850847794261,1,1,1.74902241591895e-254,"4","TPT1"
2.28070273863294e-258,1.08495643421763,0.377,0.153,6.21582724387022e-254,"4","FAM150B"
4.02202045101943e-258,1.81138505482838,0.357,0.151,1.09616145372084e-253,"4","RHOU"
9.30861487896734e-252,1.27401272005922,0.605,0.405,2.53696989911376e-247,"4","HOMER2"
1.94998141797595e-250,0.296450556077869,1,1,5.31447935655165e-246,"4","RPLP2"
1.13181334110421e-246,0.65054024471915,0.88,0.789,3.08464407984542e-242,"4","HSPB1"
1.78790453651199e-237,0.288027751964342,1,0.999,4.87275502380977e-233,"4","FAU"
2.93724568549571e-235,0.3230303051006,1,0.999,8.00516939125e-231,"4","RPL23A"
1.43186556580484e-233,0.316095025545668,1,0.999,3.90240641304452e-229,"4","RPL27A"
4.64620991233099e-233,0.280609953087787,1,0.999,1.26627804950669e-228,"4","RPL30"
7.50488638418833e-231,0.297883844781492,1,0.999,2.04538173514669e-226,"4","RPL14"
8.20410722143731e-230,0.653244179847535,0.907,0.853,2.23594738213052e-225,"4","SH3YL1"
1.03684405325204e-227,0.591572145559244,0.916,0.855,2.8258147827331e-223,"4","HLA-A"
2.70769338599009e-223,0.391605056074155,0.997,0.996,7.3795475541774e-219,"4","FTL"
1.6228804601328e-222,0.292611749115622,1,1,4.42299840604592e-218,"4","RPS18"
1.49502137423296e-221,0.245461153676627,1,1,4.07453125333452e-217,"4","RPS27A"
3.68554515188671e-221,1.03449522564582,0.649,0.484,1.0044584756952e-216,"4","UGT2B7"
1.49674628271229e-220,0.771962781405193,0.792,0.708,4.07923231890408e-216,"4","PPP1CB"
5.38019178089256e-219,0.455488900557312,0.957,0.925,1.46631746796446e-214,"4","TSPO"
1.035009575581e-214,1.43421324824512,0.343,0.149,2.82081509728846e-210,"4","NNMT"
9.70365841819013e-212,0.438716447595557,0.693,0.457,2.64463506529354e-207,"4","SLC7A2"
2.0990685701356e-209,0.709180694151875,0.859,0.789,5.72080148104756e-205,"4","COL18A1"
3.17387783475269e-209,0.471655154941067,0.968,0.966,8.65008665083498e-205,"4","CD81"
1.44330566134372e-208,0.806414967343525,0.695,0.51,3.93358524942619e-204,"4","MUC16"
6.00729918859149e-207,0.283473512857412,1,1,1.63722932085873e-202,"4","RPL10"
5.70762007206774e-205,1.01026205050505,0.703,0.598,1.55555477444134e-200,"4","SEC14L1"
3.79110304771638e-204,0.270762721540883,1,0.998,1.03322722462462e-199,"4","NACA"
4.57026263910823e-203,0.239891694011674,1,1,1.24557937966256e-198,"4","RPS16"
5.02046348346976e-203,0.310571011530535,1,1,1.36827711778485e-198,"4","RPL39"
3.28058338585903e-201,1.12820854746663,0.632,0.479,8.94090195982021e-197,"4","SORL1"
1.95083721543409e-200,1.86662702780022,0.314,0.142,5.31681174694408e-196,"4","SPATA13"
8.32177923815175e-198,1.3976632078153,0.413,0.222,2.26801771356588e-193,"4","IFITM1"
9.13732801776242e-198,1.62260042974635,0.339,0.16,2.49028737796097e-193,"4","SYNGR1"
9.02963765421181e-186,1.33495121803163,0.478,0.3,2.46093744627889e-181,"4","TSHZ2"
2.98485299021901e-185,0.25542671391962,1,1,8.13491833954289e-181,"4","RPL32"
2.62154397309698e-182,0.578819124266104,0.849,0.739,7.14475594427852e-178,"4","KIAA1551"
1.12908173301594e-181,0.519953917193192,0.929,0.905,3.07719935516164e-177,"4","CMTM6"
3.15630260991627e-179,0.606271423953598,0.839,0.771,8.6021871330658e-175,"4","SSR3"
1.26742146915743e-178,0.239500513683857,1,1,3.45423047204166e-174,"4","EIF1"
2.6420796224106e-177,1.35302657653043,0.442,0.263,7.20072380291784e-173,"4","FAM69B"
4.19287526551533e-177,0.550776940488827,0.902,0.87,1.14272622486355e-172,"4","CTSB"
3.81291634645028e-175,0.263381179662145,1,0.998,1.03917222106156e-170,"4","RPS25"
1.9594267680176e-171,0.71483349809237,0.569,0.349,5.34022171355517e-167,"4","ISG20"
3.78622630641192e-170,0.218103350498935,1,1,1.03189811754951e-165,"4","RPL24"
4.43864296808673e-170,0.242707029026374,1,0.999,1.20970775452236e-165,"4","RPS13"
1.30270485341257e-169,0.304945263605178,1,0.997,3.55039180749061e-165,"4","RPS20"
6.37236451279333e-166,0.290177898751642,0.882,0.783,1.73672422431669e-161,"4","ITGB8"
1.11857610940862e-165,0.228365065269655,1,0.999,3.04856732858224e-161,"4","UBA52"
1.7511770491575e-165,0.285300755419585,0.999,0.994,4.77265792977385e-161,"4","RPS21"
3.10272072900256e-160,1.10670359649535,0.517,0.341,8.45615507482358e-156,"4","PCCA"
1.33538334251282e-159,1.15217916468218,0.454,0.28,3.63945376168443e-155,"4","PDLIM4"
1.3952467064644e-159,0.65868470477667,0.785,0.71,3.80260537379807e-155,"4","FAM213A"
1.63306669504975e-158,1.05036774556399,0.594,0.421,4.45075997068859e-154,"4","KLK10"
3.94357061192708e-158,0.304490080507989,0.999,0.999,1.07478073457461e-153,"4","RPS27"
6.73961858570899e-156,0.398057999840737,0.986,0.93,1.83681564934913e-151,"4","VIM"
8.37643294379283e-156,0.244248684327183,1,1,2.2829130345013e-151,"4","RPL18A"
1.21197359039815e-153,0.289793665402839,0.997,0.995,3.30311282327112e-149,"4","RPL31"
9.83375699471935e-152,1.30974197026449,0.394,0.229,2.68009213134081e-147,"4","CAMK2N1"
3.18380995962384e-147,1.16720330664979,0.503,0.361,8.6771556639588e-143,"4","SLC39A10"
4.7647547308052e-146,1.11445075806485,0.466,0.303,1.29858625433365e-141,"4","ARHGAP26"
4.47314901520368e-143,0.573211938707601,0.844,0.809,1.21911203260361e-138,"4","ARGLU1"
4.28183119387665e-140,0.285473673824684,0.99,0.987,1.16697027357914e-135,"4","RPL36AL"
5.47620255774903e-140,0.216748659254952,1,1,1.49248424508892e-135,"4","RPL11"
3.08969319931643e-139,2.00660719998805,0.313,0.175,8.42064984541699e-135,"4","CHPT1"
3.62271033637629e-137,0.197630243812792,1,1,9.87333475075994e-133,"4","RPLP1"
2.39049950986487e-135,0.266059551122201,0.999,0.997,6.51506736418571e-131,"4","RPL38"
1.64805150720613e-134,0.646933382179235,0.756,0.67,4.4915995777396e-130,"4","CITED4"
1.09652460684328e-133,0.435804772540723,0.631,0.442,2.98846816349068e-129,"4","TMPRSS3"
5.32933252360174e-133,0.232698600007414,1,0.999,1.45245628598242e-128,"4","RPS11"
2.10778770414748e-132,0.968783820246124,0.58,0.45,5.74456460888354e-128,"4","IL1R1"
9.33268575123283e-132,1.0473954836639,0.619,0.528,2.54353017464099e-127,"4","HERPUD1"
8.64854586274635e-128,0.996176871935591,0.488,0.345,2.35707468943289e-123,"4","HSPA2"
2.48638899221825e-127,0.321477229194548,0.993,0.969,6.77640455939162e-123,"4","EEF1B2"
2.98975549537366e-127,0.342895592618209,0.961,0.95,8.14827962709139e-123,"4","OST4"
1.23169380685112e-126,0.79019004530963,0.668,0.593,3.35685830119205e-122,"4","FBXO21"
2.69343000911848e-126,0.528026711306375,0.709,0.573,7.34067414685152e-122,"4","P4HA1"
8.16667359262109e-125,0.199318584133546,1,1,2.22574522093295e-120,"4","RPL35A"
6.73226201898671e-124,1.12012285551141,0.355,0.202,1.83481069065464e-119,"4","NXNL2"
1.84834908901037e-123,0.803241806783935,0.661,0.566,5.03749060718886e-119,"4","CADM1"
1.96350881051118e-123,0.745490145001536,0.676,0.566,5.35134691216716e-119,"4","DCDC2"
4.12508310101577e-123,0.415675984505088,0.898,0.884,1.12425014835084e-118,"4","ATP6V0E1"
5.07180166439098e-123,0.988597877891093,0.519,0.395,1.38226882561312e-118,"4","BICD1"
1.07795303690012e-121,0.367589804682002,0.944,0.935,2.93785320676757e-117,"4","COMMD6"
2.1843989597602e-120,0.507381571025904,0.721,0.591,5.95336092493046e-116,"4","CEBPD"
2.34611454402039e-120,0.333195382576825,0.979,0.977,6.39410057827318e-116,"4","TKT"
1.59168821409162e-114,0.893711880032297,0.651,0.562,4.33798705868529e-110,"4","ID4"
2.13532483449394e-114,1.38585828016074,0.316,0.177,5.81961430392977e-110,"4","SPP1"
2.19608712132519e-111,0.577372031693627,0.744,0.687,5.98521584045967e-107,"4","MPST"
2.99229806480813e-109,0.497430589173758,0.467,0.302,8.15520914582808e-105,"4","TFPI2"
6.23337090198574e-109,1.13933954778601,0.465,0.34,1.69884290562719e-104,"4","GOLGA8A"
6.40457794190303e-109,0.278993989765531,0.99,0.992,1.74550367228625e-104,"4","CD63"
2.24211621551423e-108,0.437680684924692,0.784,0.704,6.11066353376249e-104,"4","IER5L"
8.00403043134489e-105,0.293259973687282,0.986,0.968,2.18141845375874e-100,"4","EIF3E"
2.29645827040434e-101,0.270649271276124,0.975,0.979,6.25876737015998e-97,"4","SSR4"
4.70057715088877e-101,0.405163319583284,0.954,0.916,1.28109529670323e-96,"4","PPA1"
2.61092956660497e-100,1.06628629522879,0.487,0.379,7.11582744082518e-96,"4","IFNGR1"
5.37379237247736e-98,1.22763676906861,0.46,0.354,1.46457337319498e-93,"4","RBBP8"
2.87554115964156e-97,0.605012286178657,0.664,0.559,7.83699987648711e-93,"4","STX18"
3.26340643259926e-94,0.130895542654305,0.612,0.451,8.89408789140603e-90,"4","IGFBP4"
1.64505792163503e-93,0.355396436441518,0.761,0.673,4.48344085962412e-89,"4","TNFAIP2"
1.06892492938416e-92,0.617679473364577,0.702,0.66,2.91324800254358e-88,"4","TMEM165"
1.77297540520519e-92,0.797555509953745,0.53,0.42,4.83206716934622e-88,"4","AGPAT2"
3.98029646960917e-91,0.778158285841898,0.442,0.3,1.08478999982728e-86,"4","RP11-841O20.2"
9.27458146817907e-91,0.453932440957369,0.653,0.543,2.52769443333752e-86,"4","HLA-B"
2.15823990535764e-90,0.129557867370766,0.996,0.993,5.8820670380617e-86,"4","S100A11"
1.13152499999154e-89,1.36001520371316,0.335,0.221,3.08385823497695e-85,"4","PRR15"
4.00820569007184e-89,0.516023338095645,0.765,0.721,1.09239637877218e-84,"4","FAM162A"
9.29206542527773e-89,0.183898033732328,1,1,2.53245951100519e-84,"4","RPL29"
1.12102225051152e-88,0.362529407466322,0.903,0.858,3.05523404154409e-84,"4","MZT2B"
5.06410484747879e-86,0.11784346533413,0.342,0.199,1.38017113513187e-81,"4","FGFBP1"
6.07943397549558e-85,1.05228575060865,0.384,0.267,1.65688893568157e-80,"4","A4GALT"
7.80943157695072e-85,0.689594878257743,0.602,0.519,2.12838248198215e-80,"4","HOXB4"
